name,parent_region__name,gibdd_code,ya_name,slug
Кесовогорский район,Тверская область,28226,,kesovogorskii-raion
Городецкий район,Нижегородская область,22228,,gorodetskii-raion
Гагинский район,Нижегородская область,22226,,gaginskii-raion
Арбажский район,Кировская область,33202,,arbazhskii-raion
Киров,Кировская область,33401,,kirov
Красновишерский район,Пермский край,85956,,krasnovisherskii-raion
Кишертский район,Пермский край,85953,,kishertskii-raion
Волгоград,Волгоградская область,80512,,volgograd
Волжский,Волгоградская область,80511,,volzhskii
Снежинск,Челябинская область,75545,,snezhinsk
Озёрск,Челябинская область,75543,,oziorsk
Новопокровский район,Краснодарский край,3235,,novopokrovskii-raion
Тихорецкий район,Краснодарский край,3254,,tikhoretskii-raion
Верхнесалдинский,Свердловская область,652111,,verkhnesaldinskii
ЗАТО Свободный,Свердловская область,655721,,zato-svobodnyi
Татищевский район,Саратовская область,63246,,tatishchevskii-raion
Саратовский район,Саратовская область,63243,,saratovskii-raion
Боготол,Красноярский край,44060,,bogotol
Назарово,Красноярский край,44260,,nazarovo
Каменск-Шахтинский,Ростовская область,60419,,kamensk-shakhtinskii
Зверево,Ростовская область,60418,,zverevo
Кумертау,Республика Башкортостан,80423,,kumertau
Салават,Республика Башкортостан,80420,,salavat
Калманский район,Алтайский край,12151,,kalmanskii-raion
Змеиногорский район,Алтайский край,1214,,zmeinogorskii-raion
Абдулинский,Оренбургская область,53203,,abdulinskii
Оренбург,Оренбургская область,53401,,orenburg
Нейский район,Костромская область,34224,,neiskii-raion
Буйский район,Костромская область,34204,,buiskii-raion
Мичуринский район,Тамбовская область,68212,,michurinskii-raion
Котовск,Тамбовская область,68410,,kotovsk
Жуковский район,Калужская область,29213,,zhukovskii-raion
Жиздринский район,Калужская область,29212,,zhizdrinskii-raion
Кинешемский район,Ивановская область,24211,,kineshemskii-raion
Ивановский район,Ивановская область,24207,,ivanovskii-raion-tpt
Нижнедевицкий район,Воронежская область,20223,,nizhnedevitskii-raion
Каширский район,Воронежская область,20220,,kashirskii-raion
Ковров,Владимирская область,17425,,kovrov
Гусь-Хрустальный,Владимирская область,17420,,gus-khrustalnyi
Карачевский район,Брянская область,15224,,karachevskii-raion
Дорогобужский район,Смоленская область,66214,,dorogobuzhskii-raion
Сафоновский район,Смоленская область,66241,,safonovskii-raion
Захаровский район,Рязанская область,61204,,zakharovskii-raion
Ермишинский район,Рязанская область,61202,,ermishinskii-raion
Орловский район,Орловская область,54247,,orlovskii-raion-wvc
Орел,Орловская область,54401,,orel
Коломна,Московская область,46438,,kolomna
Климовск,Московская область,46436,,klimovsk
Вологда,Вологодская область,19401,,vologda
Западное Дегунино,Москва,45277577,,zapadnoe-degunino
Дмитровский,Москва,45277574,,dmitrovskii
Желеногорский район,Курская область,38210,,zhelenogorskii-raion
Дмитриевский район,Курская область,38208,,dmitrievskii-raion
Кашинский район,Тверская область,28224,,kashinskii-raion
Кимрский район,Тверская область,28228,,kimrskii-raion
Выксунский район,Нижегородская область,22224,,vyksunskii-raion
Воскресенский район,Нижегородская область,22222,,voskresenskii-raion-dcd
Юрьянский район,Кировская область,33249,,iurianskii-raion
Котельничский район,Кировская область,33219,,kotelnichskii-raion
Карагайский район,Пермский край,85950,,karagaiskii-raion
Ильинский район,Пермский край,85947,,ilinskii-raion-njj
Магнитогорск,Челябинская область,75438,,magnitogorsk
пос. Локомотивный,Челябинская область,755581,,pos-lokomotivnyi
Выселковский район,Краснодарский край,3212,,vyselkovskii-raion
Брюховецкий район,Краснодарский край,3210,,briukhovetskii-raion
Кушвинский,Свердловская область,654701,,kushvinskii
Нижний Тагил,Свердловская область,654761,,nizhnii-tagil
Пугачевский,Саратовская область,63237,,pugachevskii
Саратов,Саратовская область,63575,,saratov
Ачинск,Красноярский край,44030,,achinsk
Сосновоборск,Красноярский край,44330,,sosnovoborsk
Донецк,Ростовская область,60417,,donetsk
Гуково,Ростовская область,60415,,gukovo
Агидель,Республика Башкортостан,80403,,agidel
Уфа,Республика Башкортостан,80417,,ufa
Залесовский район,Алтайский край,12121,,zalesovskii-raion
Завьяловский район,Алтайский край,12111,,zavialovskii-raion-o83
Новотроицк,Оренбургская область,53420,,novotroitsk
Орск,Оренбургская область,53423,,orsk
Галичский район,Костромская область,34208,,galichskii-raion
Мантуровский район,Костромская область,34220,,manturovskii-raion-yba
Моршанск,Тамбовская область,68420,,morshansk
Мичуринск,Тамбовская область,68415,,michurinsk
Дзержинский район,Калужская область,29208,,dzerzhinskii-raion-tmj
Думиничский район,Калужская область,29210,,duminichskii-raion
Иваново,Ивановская область,24401,,ivanovo
Кохма,Ивановская область,24207504,,kokhma
Кантемировский район,Воронежская область,20216,,kantemirovskii-raion
Каменский район,Воронежская область,20217,,kamenskii-raion-uub
Злынковский район,Брянская область,15223,,zlynkovskii-raion
Жуковский район,Брянская область,15222,,zhukovskii-raion-ard
Смоленск,Смоленская область,66401,,smolensk
Десногорск,Смоленская область,66410,,desnogorsk
Рязань,Рязанская область,61401,,riazan
Ивантеевка,Московская область,46432,,ivanteevka
Звенигород,Московская область,46430,,zvenigorod
Головинский,Москва,45277571,,golovinskii
Восточное Дегунино,Москва,45277568,,vostochnoe-degunino
Горшеченский район,Курская область,38206,,gorshechenskii-raion
Глушковский район,Курская область,38204,,glushkovskii-raion
Калязинский район,Тверская область,28222,,kaliazinskii-raion
Спировский район,Тверская область,28252,,spirovskii-raion
Воротынский район,Нижегородская область,22221,,vorotynskii-raion
Володарский район,Нижегородская область,22231,,volodarskii-raion-nye
Слободской район,Кировская область,33235,,slobodskoi-raion
Кирово-Чепецки район,Кировская область,33218,,kirovo-chepetski-raion
Еловский район,Пермский край,85944,,elovskii-raion
Горнозаводский район,Пермский край,85941,,gornozavodskii-raion
Копейск,Челябинская область,754281,,kopeisk
Приморско-Ахтарский район,Краснодарский край,3241,,primorsko-akhtarskii-raion
Павловский район,Краснодарский край,3239,,pavlovskii-raion-2l2
Ирбитское МО,Свердловская область,65218,,irbitskoe-mo
Волчанский,Свердловская область,654455,,volchanskii
ЗАТО Шиханы,Саратовская область,63545,,zato-shikhany
ЗАТО Солнечный,Саратовская область,63401,,zato-solnechnyi
Канск,Красноярский край,44200,,kansk
Бородино,Красноярский край,44070,,borodino
Волгодонск,Ростовская область,60412,,volgodonsk
Батайск,Ростовская область,60407,,bataisk
Ельцовский район,Алтайский край,12101,,eltsovskii-raion
Егорьевский район,Алтайский край,12091,,egorevskii-raion
Бугуруслан,Оренбургская область,53408,,buguruslan
Бузулук,Оренбургская область,53412,,buzuluk
Шарьинский район,Костромская область,34248,,sharinskii-raion
Кострома,Костромская область,34401,,kostroma
Тамбов,Тамбовская область,68401,,tambov
Боровской район,Калужская область,29206,,borovskoi-raion
Барятинский район,Калужская область,29204,,bariatinskii-raion
Калачеевский район,Воронежская область,20215,,kalacheevskii-raion
Грибановский район,Воронежская область,20213,,gribanovskii-raion
Жирятинский район,Брянская область,15220,,zhiriatinskii-raion
Дятьковский район,Брянская область,15216,,diatkovskii-raion
Звёздный-городок,Московская область,2,,zviozdnyi-gorodok
Жуковский,Московская область,46425,,zhukovskii
Войковский,Москва,45277565,,voikovskii
Бескудниковский,Москва,45277559,,beskudnikovskii
Большесолдатский район,Курская область,38203,,bolshesoldatskii-raion
Беловский район,Курская область,38202,,belovskii-raion-9g1
Лихославльский район,Тверская область,28238,,likhoslavlskii-raion
Рамешковский район,Тверская область,28247,,rameshkovskii-raion
Ветлужский район,Нижегородская область,22218,,vetluzhskii-raion
Вачский район,Нижегородская область,22217,,vachskii-raion
Вятско-Полянский район,Кировская область,33210,,viatsko-polianskii-raion
Верещагинский район,Пермский край,85938,,vereshchaginskii-raion
Большесосновский район,Пермский край,85935,,bolshesosnovskii-raion
Ленинградский район,Краснодарский край,3232,,leningradskii-raion
Каневский район,Краснодарский край,3220,,kanevskii-raion
Алапаевский р-н,Свердловская область,652012,,alapaevskii-r-n
Серовский,Свердловская область,65492,,serovskii
ЗАТО Зеленогорск,Красноярский край,45370,,zato-zelenogorsk
Красноярск,Красноярский край,44010,,krasnoiarsk
Волчихинский район,Алтайский край,12081,,volchikhinskii-raion
Быстроистокский район,Алтайский край,12071,,bystroistokskii-raion
Гай,Оренбургская область,53214,,gai
Медногорск,Оренбургская область,53415,,mednogorsk
Волгоречинск,Костромская область,34406,,volgorechinsk
Бабынинский район,Калужская область,29202,,babyninskii-raion
Воробьевский район,Воронежская область,20212,,vorobevskii-raion
Верхнехавский район,Воронежская область,20211,,verkhnekhavskii-raion
Дубровский район,Брянская область,15212,,dubrovskii-raion
Гордеевский район,Брянская область,15211,,gordeevskii-raion
Железнодорожный,Московская область,46424,,zheleznodorozhnyi
Дубна,Московская область,46418,,dubna
Беговой,Москва,45277556,,begovoi
Аэропорт,Москва,45277553,,aeroport
Курский район,Курская область,38220,,kurskii-raion-pyo
Курск,Курская область,38401,,kursk
Конаковский район,Тверская область,28230,,konakovskii-raion
Калининский район,Тверская область,28220,,kalininskii-raion-ma9
Варнавинский район,Нижегородская область,22215,,varnavinskii-raion
Вадский район,Нижегородская область,22214,,vadskii-raion
Березовский район,Пермский край,85932,,berezovskii-raion-g00
Бардымский район,Пермский край,85929,,bardymskii-raion
Крыловский район,Краснодарский край,3224,,krylovskii-raion
Кущевский район,Краснодарский край,3228,,kushchevskii-raion
Североуральский,Свердловская область,65490,,severouralskii
Краснотурьинск,Свердловская область,65456,,krasnoturinsk
Дивногорск,Красноярский край,44090,,divnogorsk
Шарыпово,Красноярский край,44400,,sharypovo
Бурлинский район,Алтайский край,12061,,burlinskii-raion
Благовещенский район,Алтайский край,12051,,blagoveshchenskii-raion-wbr
Сорочинск,Оренбургская область,53427,,sorochinsk
Верхнемамонский район,Воронежская область,20210,,verkhnemamonskii-raion
Бутурлиновский район,Воронежская область,20208,,buturlinovskii-raion
Выгоничский район,Брянская область,15210,,vygonichskii-raion
Брянский район,Брянская область,15208,,brianskii-raion
Долгопрудный,Московская область,46416,,dolgoprudnyi
Дзержинский,Московская область,46411,,dzerzhinskii
Ярославский,Москва,45280597,,iaroslavskii
Вышневолоцкий район,Тверская область,28212,,vyshnevolotskii-raion
Бологовский район,Тверская область,28208,,bologovskii-raion
Бутурлинский район,Нижегородская область,22212,,buturlinskii-raion
Борский район,Нижегородская область,22211,,borskii-raion-egx
Пермь,Пермский край,86037,,perm
Звездный,Пермский край,85987,,zvezdnyi
Староминской район,Краснодарский край,3247,,starominskoi-raion
Щербиновский район,Краснодарский край,3259,,shcherbinovskii-raion
Карпинск,Свердловская область,65445,,karpinsk
Ивдельский,Свердловская область,65428,,ivdelskii
Енисейск,Красноярский край,44120,,eniseisk
Норильск,Красноярский край,44290,,norilsk
Баевский район,Алтайский край,12031,,baevskii-raion
Алтайский район,Алтайский край,12021,,altaiskii-raion-mco
Борисоглебский,Воронежская область,20206,,borisoglebskii
Богучарский район,Воронежская область,20205,,bogucharskii-raion
Брасовский район,Брянская область,15204,,brasovskii-raion
Сельцо,Брянская область,15425,,seltso
Восход,Московская область,464621,,voskhod
Власиха,Московская область,1,,vlasikha
Южное Медведково,Москва,45280594,,iuzhnoe-medvedkovo
Северный,Москва,45280585,,severnyi-pqj
Торжокский район,Тверская область,28254,,torzhokskii-raion
Тверь,Тверская область,28401,,tver
Большемурашкинский район,Нижегородская область,22210,,bolshemurashkinskii-raion
Большеболдинский район,Нижегородская область,22209,,bolsheboldinskii-raion
Ейский район,Краснодарский край,3216,,eiskii-raion
Туринский,Свердловская область,65254,,turinskii
Тавдинский,Свердловская область,65248,,tavdinskii
Минусинск,Красноярский край,44230,,minusinsk
ЗАТО Железногорск,Красноярский край,4535,,zato-zheleznogorsk
Алейский район,Алтайский край,1201,,aleiskii-raion
Смоленский район,Алтайский край,1240,,smolenskii-raion-tfc
Бобровский район,Воронежская область,20204,,bobrovskii-raion
Аннинский район,Воронежская область,20202,,anninskii-raion
Брянск,Брянская область,15401,,briansk
Бронницы,Московская область,46405,,bronnitsy
Шаховской,Московская область,46258,,shakhovskoi
Северное Медведково,Москва,45280583,,severnoe-medvedkovo
Свиблово,Москва,45280580,,sviblovo
Солнечный,Тверская область,28556,,solnechnyi
Озерный,Тверская область,28553,,ozernyi
Богородский район,Нижегородская область,22207,,bogorodskii-raion-z8i
Балахнинский район,Нижегородская область,22205,,balakhninskii-raion
Таборинский р-н,Свердловская область,65245,,taborinskii-r-n
Слободо-Туринский район,Свердловская область,65239,,slobodo-turinskii-raion
Сухобузимский район,Красноярский край,4251,,sukhobuzimskii-raion
Рубцовский район,Алтайский край,1238,,rubtsovskii-raion
Первомайский район,Алтайский край,1232,,pervomaiskii-raion-8ld
Нововоронеж,Воронежская область,20427,,novovoronezh
Шатурский,Московская область,46257,,shaturskii
Чеховский,Московская область,46256,,chekhovskii
Ростокино,Москва,45280577,,rostokino
Отрадное,Москва,45280574,,otradnoe
Ардатовский район,Нижегородская область,22202,,ardatovskii-raion-e76
Арзамас,Нижегородская область,22403,,arzamas
Серовский р-н,Свердловская область,65238,,serovskii-r-n
Новолялинский,Свердловская область,65229,,novolialinskii
Заринский район,Алтайский край,1213,,zarinskii-raion
Бийский район,Алтайский край,1204,,biiskii-raion
Талдомский,Московская область,46254,,taldomskii
Ступинский,Московская область,46253,,stupinskii
Останкинский,Москва,45280572,,ostankinskii
Марьина роща,Москва,45280569,,marina-roshcha
Саров,Нижегородская область,22503,,sarov
Гаринский,Свердловская область,65215,,garinskii
Верхотурский,Свердловская область,65212,,verkhoturskii
Рубцовск,Алтайский край,1416,,rubtsovsk
Заринск,Алтайский край,1406,,zarinsk
Солнечногорский,Московская область,46252,,solnechnogorskii
Серпуховский,Московская область,46251,,serpukhovskii
Марфино,Москва,45280567,,marfino
Лосиноостровский,Москва,45280565,,losinoostrovskii
Байкаловский район,Свердловская область,65208,,baikalovskii-raion
Белоярский р-н,Свердловская область,652091,,beloiarskii-r-n
Бийск,Алтайский край,1405,,biisk
Белокуриха,Алтайский край,1404,,belokurikha
Сергиево-Посадский,Московская область,46215,,sergievo-posadskii
Серебряно-Прудский,Московская область,46250,,serebriano-prudskii
Лианозово,Москва,45280563,,lianozovo
Бутырский,Москва,45280561,,butyrskii
МО пос. Уральский,Свердловская область,65570,,mo-pos-uralskii
Сибирский,Алтайский край,1555,,sibirskii
Новоалтайск,Алтайский край,1413,,novoaltaisk
Рузский,Московская область,46249,,ruzskii
Раменский,Московская область,46248,,ramenskii
Бибирево,Москва,45280558,,bibirevo
Бабушкинский,Москва,45280556,,babushkinskii
Яровое,Алтайский край,1430,,iarovoe
Пушкинский,Московская область,46247,,pushkinskii
Подольский,Московская область,46246,,podolskii
Алтуфьевский,Москва,45280554,,altufevskii
Алексеевский,Москва,45280552,,alekseevskii-xpf
Павлово-Посадский,Московская область,46245,,pavlovo-posadskii
Орехово-Зуевский,Московская область,46243,,orekhovo-zuevskii
Чертаново Южное,Москва,45296597,,chertanovo-iuzhnoe
Чертаново Центральное,Москва,45296595,,chertanovo-tsentralnoe
Озёрский,Московская область,46242,,oziorskii
Одинцовский,Московская область,46241,,odintsovskii
Чертаново Северное,Москва,45296593,,chertanovo-severnoe
Царицыно,Москва,45296590,,tsaritsyno
Ногинский,Московская область,46239,,noginskii
Мытищинский,Московская область,46234,,mytishchinskii
Орехово-Борисово Южное,Москва,45296579,,orekhovo-borisovo-iuzhnoe
Орехово-Борисово Северное,Москва,45296577,,orekhovo-borisovo-severnoe
Можайский,Московская область,46233,,mozhaiskii
Люберецкий,Московская область,46231,,liuberetskii
Нагатинский затон,Москва,45296573,,nagatinskii-zaton
Луховицкий,Московская область,46230,,lukhovitskii
Лотошинский,Московская область,46229,,lotoshinskii
Нагатино-Садовники,Москва,45296571,,nagatino-sadovniki
Москворечье-Сабурово,Москва,45296569,,moskvoreche-saburovo
Красногорский,Московская область,46223,,krasnogorskii
Коломенский,Московская область,46222,,kolomenskii
Зябликово,Москва,45296565,,ziablikovo
Донской,Москва,45296561,,donskoi-co5
Клинский,Московская область,46221,,klinskii
Каширский,Московская область,46220,,kashirskii
Даниловский,Москва,45296559,,danilovskii-meg
Братеево,Москва,45296557,,brateevo
Истринский,Московская область,46218,,istrinskii
Зарайский,Московская область,46216,,zaraiskii
Бирюлево Западное,Москва,45296555,,biriulevo-zapadnoe
Бирюлево Восточное,Москва,45296553,,biriulevo-vostochnoe
Егорьевский,Московская область,46212,,egorevskii
Домодедово,Московская область,46209,,domodedovo
Южнопортовый,Москва,45290594,,iuzhnoportovyi
Текстильщики,Москва,45290590,,tekstilshchiki
Дмитровский,Московская область,46208,,dmitrovskii-c6l
Воскресенский,Московская область,46206,,voskresenskii
Рязанский,Москва,45290586,,riazanskii
Печатники,Москва,45290582,,pechatniki
Волоколамский,Московская область,46205,,volokolamskii
Балашиха,Московская область,46204,,balashikha
Нижегородский,Москва,45290578,,nizhegorodskii
Марьино,Москва,45290572,,marino
Люблино,Москва,45290568,,liublino
Лефортово,Москва,45290564,,lefortovo
Кузьминки,Москва,45290562,,kuzminki
Капотня,Москва,45290558,,kapotnia
Выхино-Жулебино,Москва,45290554,,vykhino-zhulebino
Некрасовка,Москва,45290574,,nekrasovka
Преображенское,Москва,45263594,,preobrazhenskoe
Сокольники,Москва,45263591,,sokolniki
Соколиная гора,Москва,45263588,,sokolinaia-gora
Северное Измайлово,Москва,45263585,,severnoe-izmailovo
Перово,Москва,45263583,,perovo
Метрогородок,Москва,45263581,,metrogorodok
Новокосино,Москва,45263579,,novokosino
Новогиреево,Москва,45263576,,novogireevo
Косино-Ухтомский,Москва,45263573,,kosino-ukhtomskii
Измайлово,Москва,45263570,,izmailovo
Ивановское,Москва,45263567,,ivanovskoe
Гольяново,Москва,45263564,,golianovo
Поселок Восточный,Москва,45263561,,poselok-vostochnyi
Восточное Измайлово,Москва,45263558,,vostochnoe-izmailovo
Вешняки,Москва,45263555,,veshniaki
Богородское,Москва,45263552,,bogorodskoe
Ясенево,Москва,45293598,,iasenevo
Южное Бутово,Москва,45293594,,iuzhnoe-butovo
Черемушки,Москва,45293590,,cheremushki
Теплый Стан,Москва,45293586,,teplyi-stan
Северное Бутово,Москва,45293582,,severnoe-butovo
Обручевский,Москва,45293578,,obruchevskii
Ломоносовский,Москва,45293574,,lomonosovskii
Котловка,Москва,45293570,,kotlovka
Коньково,Москва,45293566,,konkovo
Зюзино,Москва,45293562,,ziuzino
Гагаринский,Москва,45293558,,gagarinskii
Академический,Москва,45293554,,akademicheskii
Фили-Давыдково,Москва,45268597,,fili-davydkovo
Филевский парк,Москва,45268595,,filevskii-park
Тропарево-Никулино,Москва,45268592,,troparevo-nikulino
Солнцево,Москва,45268588,,solntsevo
Раменки,Москва,45268584,,ramenki
Проспект Вернадского,Москва,45268581,,prospekt-vernadskogo
Очаково-Матвеевское,Москва,45268579,,ochakovo-matveevskoe
Ново-Переделкино,Москва,45268577,,novo-peredelkino
Можайский,Москва,45268569,,mozhaiskii-kfu
Кунцево,Москва,45268562,,kuntsevo
Крылатское,Москва,45268560,,krylatskoe
Дорогомилово,Москва,45268554,,dorogomilovo
Внуково,Москва,45268552,,vnukovo
Якиманка,Москва,45286596,,iakimanka
Хамовники,Москва,45286590,,khamovniki
Тверской,Москва,45286585,,tverskoi
Таганский,Москва,45286580,,taganskii
Пресненский,Москва,45286575,,presnenskii
Мещанский,Москва,45286570,,meshchanskii
Красносельский,Москва,45286565,,krasnoselskii
Замоскворечье,Москва,45286560,,zamoskvoreche
Басманный,Москва,45286555,,basmannyi
Арбат,Москва,45286552,,arbat
Щаповское поселение,Москва,45298583,,shchapovskoe-poselenie
Троицк,Москва,45298578,,troitsk-hvt
Роговское поселение,Москва,45298575,,rogovskoe-poselenie
Республика Саха (Якутия),,98,Республика Саха (Якутия),respublika-sakha-iakutiia
Первомайское поселение,Москва,45298572,,pervomaiskoe-poselenie
Республика Дагестан,,82,Республика Дагестан,respublika-dagestan
Новофёдоровское поселение,Москва,45298567,,novofiodorovskoe-poselenie
Ростовская область,,60,Ростовская область,rostovskaia-oblast
Михайлово-Ярцевское поселение,Москва,45298564,,mikhailovo-iartsevskoe-poselenie
Краснопахорское поселение,Москва,45298561,,krasnopakhorskoe-poselenie
Ульяновская область,,73,Ульяновская область,ulianovskaia-oblast
Клёновское,Москва,45298558,,klionovskoe
Волгоградская область,,18,Волгоградская область,volgogradskaia-oblast
Киевский,Москва,45298555,,kievskii
Республика Татарстан (Татарстан),,92,Республика Татарстан,respublika-tatarstan-tatarstan
Вороновское поселение,Москва,45298553,,voronovskoe-poselenie
Юхновский район,Калужская область,29250,,iukhnovskii-raion
Щербинка,Москва,45297581,,shcherbinka-ejf
Республика Марий Эл,,88,Республика Марий Эл,respublika-marii-el
Филимонковское,Москва,45297577,,filimonkovskoe
Туркменский район,Ставропольский край,7256,Туркменский муниципальный округ,turkmenskii-raion
Сосенское,Москва,45297574,,sosenskoe
Рязановское,Москва,45297571,,riazanovskoe
Перемышльский район,Калужская область,29232,,peremyshlskii-raion
Мосрентген,Москва,45297568,,mosrentgen
Московский,Москва,45297565,,moskovskii
Марушкинское,Москва,45297562,,marushkinskoe
Кокошкино,Москва,45297559,,kokoshkino
Десёновское,Москва,45297556,,desionovskoe
Воскресенское,Москва,45297554,,voskresenskoe
Внуковское,Москва,45297552,,vnukovskoe
Спецтрассы,Москва,45297558,,spetstrassy
Владимирская область,,17,Владимирская область,vladimirskaia-oblast
Киржачский район,Владимирская область,17230,,kirzhachskii-raion
Черноярский район,Астраханская область,12250,,chernoiarskii-raion
Чукотский автономный округ,,77,Чукотский автономный округ,chukotskii-avtonomnyi-okrug
Райчихинск,Амурская область,10420,Райчихинск,raichikhinsk
Республика Башкортостан,,80,Республика Башкортостан,respublika-bashkortostan
Пензенская область,,56,Пензенская область,penzenskaia-oblast
Нижегородская область,,22,Нижегородская область,nizhegorodskaia-oblast
Чаунский район,Чукотский автономный округ,77230,городской округ Певек,chaunskii-raion
Астраханская область,,12,Астраханская область,astrakhanskaia-oblast
Удмуртская Республика,,94,Удмуртская Республика,udmurtskaia-respublika
Республика Северная Осетия-Алания,,90,Республика Северная Осетия — Алания,respublika-severnaia-osetiia-alaniia
Саратовская область,,63,Саратовская область,saratovskaia-oblast
Калужская область,,29,Калужская область,kaluzhskaia-oblast
Республика Ингушетия,,26,Республика Ингушетия,respublika-ingushetiia
Черепановский район,Новосибирская область,50257,,cherepanovskii-raion
Новосибирская область,,50,Новосибирская область,novosibirskaia-oblast
Ульяновский район,Калужская область,29242,,ulianovskii-raion-8yl
Приволжский район,Самарская область,36236,,privolzhskii-raion
Магаданская область,,44,Магаданская область,magadanskaia-oblast
Шарангский район,Нижегородская область,22256,,sharangskii-raion
Шахунский район,Нижегородская область,22258,,shakhunskii-raion
Чеченская Республика,,96,Чеченская Республика,chechenskaia-respublika
Белгородская область,,14,Белгородская область,belgorodskaia-oblast
Сухиничский район,Калужская область,29236,,sukhinichskii-raion
Оренбургская область,,53,Оренбургская область,orenburgskaia-oblast
Правобережный район,Республика Северная Осетия-Алания,90235,Правобережный район,pravoberezhnyi-raion
Старооскольский район,Белгородская область,14252,Старооскольский городской округ,starooskolskii-raion
Биробиджанский район,Еврейская автономная область,99205,Биробиджанский район,birobidzhanskii-raion
Еврейская автономная область,,99,Еврейская автономная область,evreiskaia-avtonomnaia-oblast
Нижневартовский район,Ханты-Мансийский автономный округ - Югра,71119,Нижневартовский район,nizhnevartovskii-raion
Карачаевский район,Карачаево-Черкесская Республика,91215,Карачаевский район,karachaevskii-raion
Суровикинский,Волгоградская область,18253,Суровикинский район,surovikinskii
Кировский район,Республика Северная Осетия-Алания,90225,Кировский район,kirovskii-raion
Параньгинский район,Республика Марий Эл,88244,Параньгинский район,paranginskii-raion
Шатойский район,Чеченская Республика,96014,Шатойский район,shatoiskii-raion
Республика Бурятия,,81,Республика Бурятия,respublika-buriatiia
Хабаровский район,Хабаровский край,8255,Хабаровский район,khabarovskii-raion
Уссурийский,Приморский край,5423,Уссурийский городской округ,ussuriiskii
Тевризский район,Омская область,52255,Тевризский район,tevrizskii-raion
Назрановский район,Республика Ингушетия,26220,Назрановский район,nazranovskii-raion
Колосовский район,Омская область,52221,Колосовский район,kolosovskii-raion
Южно-Курильский район,Сахалинская область,64256,Южно-Курильский городской округ,iuzhno-kurilskii-raion
Итум-Калинский район,Чеченская Республика,96005,Итум-Калинский район,itum-kalinskii-raion
Кумылженский,Волгоградская область,18246,Кумылженский район,kumylzhenskii
Прохоровский район,Белгородская область,14246,Прохоровский район,prokhorovskii-raion
Усть-Большерецкий район,Камчатский край,30216,Усть-Большерецкий район,ust-bolsheretskii-raion
Кумторкалинский район,Республика Дагестан,82236,Кумторкалинский район,kumtorkalinskii-raion
Цимлянский район,Ростовская область,60257,Цимлянский район,tsimlianskii-raion
Сахалинская область,,64,Сахалинская область,sakhalinskaia-oblast
Курильский район,Сахалинская область,64220,Курильский городской округ,kurilskii-raion
Ногайский район,Карачаево-Черкесская Республика,1,Ногайский район,nogaiskii-raion
Новоалександровский район,Ставропольский край,7243,Новоалександровский городской округ,novoaleksandrovskii-raion
Усть-Джегутинский район,Карачаево-Черкесская Республика,91240,Усть-Джегутинский район,ust-dzhegutinskii-raion
Прохладненский район,Кабардино-Балкарская Республика,83235,Прохладненский район,prokhladnenskii-raion
Тугуро-Чумиканский район,Хабаровский край,8246,Тугуро-Чумиканский район,tuguro-chumikanskii-raion
Анабарский Национальный район,Республика Саха (Якутия),98210,муниципальный район Анабарский национальный (долгано-эвенкийский) улус,anabarskii-natsionalnyi-raion
Сунженский район,Чеченская Республика,96010,Серноводский район,sunzhenskii-raion-q7t
Северо-Курильский район,Сахалинская область,64243,Северо-Курильский городской округ,severo-kurilskii-raion
Селтинский район,Удмуртская Республика,94239,Селтинский район,seltinskii-raion
Амурская область,,10,Амурская область,amurskaia-oblast
Петровский район,Ставропольский край,7246,Петровский городской округ,petrovskii-raion
Нурлатский район,Республика Татарстан (Татарстан),922461,Нурлатский район,nurlatskii-raion
Жиганский район,Республика Саха (Якутия),98222,Жиганский национальный эвенкийский район,zhiganskii-raion
Усть-Донецкий район,Ростовская область,60255,Усть-Донецкий район,ust-donetskii-raion
Челябинская область,,75,Челябинская область,cheliabinskaia-oblast
Алагирский район,Республика Северная Осетия-Алания,90205,Алагирский район,alagirskii-raion
Малопургинский район,Удмуртская Республика,94233,Малопургинский район,malopurginskii-raion
Карачаево-Черкесская Республика,,91,Карачаево-Черкесская Республика,karachaevo-cherkesskaia-respublika
Новоселицкий район,Ставропольский край,7244,Новоселицкий муниципальный округ,novoselitskii-raion
Холмский район,Сахалинская область,64254,Холмский городской округ,kholmskii-raion
Татышлинский,Республика Башкортостан,80250,Татышлинский район,tatyshlinskii
Советско-Гаванский район,Хабаровский край,8242,Советско-Гаванский район,sovetsko-gavanskii-raion
Дальнегорский,Приморский край,5407,Дальнегорский городской округ,dalnegorskii
Шимановский район,Амурская область,10255,Шимановский район,shimanovskii-raion
Киясовский район,Удмуртская Республика,94228,Киясовский район,kiiasovskii-raion
Ставропольский край,,7,Ставропольский край,stavropolskii-krai
Ямало-Ненецкий автономный округ,,71140,Тюменская область,iamalo-nenetskii-avtonomnyi-okrug
Красноселькупский район,Ямало-Ненецкий автономный округ,71153,Красноселькупский район,krasnoselkupskii-raion
Томская область,,69,Томская область,tomskaia-oblast
Ханты-Мансийский автономный округ - Югра,,71100,Тюменская область,khanty-mansiiskii-avtonomnyi-okrug-iugra
Тюменская область,,71,Тюменская область,tiumenskaia-oblast
Курганская область,,37,Курганская область,kurganskaia-oblast
им. Лазо район,Хабаровский край,8224,район им. Лазо,im-lazo-raion
Колпашевский,Томская область,69232,Колпашевский район,kolpashevskii
